Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [nm]	A2 [nm]	A3 [nm]	A4 [nm]	A5 [nm]	A6 [nm]	A7 [nm]	AT [°C]	B1 [nm]	B2 [nm]	B3 [nm]	B4 [nm]	B5 [nm]	B6 [nm]	B7 [nm]	B8 [nm]	B9 [nm]	B10 [nm]	B11 [nm]	B12 [nm]	B13 [nm]	B14 [nm]	B15 [nm]	BT [°C]	D1 [nm]	D2 [nm]	D3 [nm]	D4 [nm]	D5 [nm]	D6 [nm]	D7 [nm]	DT [°C]	E1 [nm]	E2 [nm]	E3 [nm]	E4 [nm]	E5 [nm]	E6 [nm]	E7 [nm]	E8 [nm]	E9 [nm]	E10 [nm]	E11 [nm]	E12 [nm]	E13 [nm]	E14 [nm]	E15 [nm]	ET [°C]	TempArmário [nm]
2,940	1684237746	1510,0	140,13	168,06	138,76	145,23	108,77	162,45	76,86	25,95	116,24	120,88	62,54	156,79	149,89	159,66	91,73	148,84	30,54	38,46	109,40	113,29	174,04	108,72	105,21	25,64	73,37	155,66	139,06	9,932	68,80	-75,78	303,02	24,85	90,45	73,83	31,28	163,05	134,62	93,01	98,87	71,03	7,462	-56,80	-22,90	58,15	60,39	109,26	333,10	24,73	1525,2	
2,942	1684237746	1510,0	139,42	169,07	137,95	145,03	107,87	161,75	76,76	26,00	116,44	121,90	60,60	156,08	150,10	158,05	92,13	149,04	30,34	37,57	109,11	114,17	174,63	109,11	104,72	25,67	72,14	157,90	137,85	10,53	68,40	-73,80	302,14	24,90	90,76	74,65	30,36	163,55	134,72	93,21	98,17	72,23	6,467	-57,39	-24,78	57,95	61,37	108,58	334,07	24,75	1525,2	
2,944	1684237746	1510,0	139,83	168,06	137,75	145,43	108,77	162,15	76,67	25,95	116,85	121,50	60,81	155,97	150,10	157,45	91,53	149,44	31,43	37,47	109,40	114,37	174,43	107,45	104,24	25,76	73,37	156,27	138,05	10,93	67,60	-73,40	302,23	24,85	90,55	75,06	31,28	164,67	134,72	92,60	98,47	70,73	7,263	-56,60	-23,50	57,66	60,97	109,26	335,04	24,79	1525,2	
2,946	1684237746	1510,0	139,52	168,46	138,76	144,12	108,97	162,15	77,85	25,91	116,24	121,29	61,42	155,57	148,88	158,25	92,03	150,24	31,14	37,86	109,11	113,78	174,43	107,94	104,63	25,70	72,14	157,49	138,55	11,14	67,10	-74,39	303,22	24,80	90,04	73,42	30,97	162,44	135,33	93,31	98,67	71,43	7,462	-56,40	-23,10	57,16	60,78	109,85	334,46	24,80	1525,2	
2,948	1684237746	1510,0	138,60	168,16	138,56	144,22	108,37	161,56	77,75	26,00	116,75	122,11	62,03	156,08	149,39	158,25	92,03	148,44	30,94	37,86	110,29	113,58	173,45	108,43	104,43	25,75	72,75	157,29	139,06	11,74	67,10	-75,18	303,61	24,90	90,86	75,88	31,48	162,44	135,13	93,21	98,87	70,83	7,661	-57,79	-22,71	57,16	60,68	109,65	334,46	24,85	1525,2	
2,950	1684237746	1510,0	139,42	168,67	138,46	144,12	109,56	162,35	77,55	25,92	116,65	121,19	62,03	156,79	149,99	158,65	92,43	149,44	31,33	37,07	109,70	113,38	173,45	107,16	105,60	25,75	73,37	156,88	137,85	11,44	66,80	-74,19	302,23	24,84	90,14	74,65	30,77	164,47	134,52	92,60	98,37	71,93	7,163	-57,00	-23,99	57,56	60,19	108,29	334,36	24,78	1525,2	
2,952	1684237746	1510,0	139,21	168,26	139,57	144,83	109,16	162,94	77,45	25,92	115,93	120,98	61,83	157,40	149,59	158,25	91,63	148,74	31,33	37,96	108,51	114,17	174,04	107,75	105,40	25,73	73,37	156,68	138,45	11,14	66,80	-74,59	302,43	24,90	89,93	74,24	31,17	162,64	134,62	92,00	97,87	71,43	7,163	-57,00	-24,29	58,25	61,37	109,46	334,65	24,81	1525,2	
2,954	1684237746	1510,0	139,83	168,26	139,37	145,63	109,76	162,84	77,95	26,01	116,44	120,98	60,81	156,58	149,29	157,85	92,63	148,64	31,33	39,05	109,30	113,19	174,04	106,77	104,24	25,65	72,75	157,49	139,06	11,54	68,00	-74,79	303,22	24,85	90,24	74,04	30,46	163,35	133,41	92,40	99,08	71,83	7,064	-57,59	-23,69	57,36	60,09	108,87	333,10	24,75	1525,2	
2,956	1684237746	1510,0	140,03	167,24	137,75	144,02	109,56	162,45	78,54	25,93	116,24	122,01	61,42	156,58	149,79	158,96	91,53	148,74	32,73	37,86	109,90	114,66	174,43	106,77	106,57	25,73	73,37	156,88	138,05	10,93	67,10	-75,58	302,23	24,75	90,45	74,34	30,56	164,47	134,92	92,40	98,27	71,43	6,964	-57,00	-22,71	58,93	61,76	107,89	334,26	24,83	1525,2	
2,958	1684237746	1510,0	139,42	167,04	137,55	145,63	109,76	161,95	76,57	25,91	116,65	121,90	62,64	156,08	149,49	157,45	90,33	149,44	30,94	38,56	109,40	114,56	174,73	107,36	104,82	25,65	72,14	156,88	136,74	10,33	67,20	-74,98	302,73	24,73	90,86	75,26	31,28	162,44	133,51	92,20	98,67	71,43	6,666	-57,00	-23,99	58,25	60,58	109,07	334,85	24,75	1525,2	
2,960	1684237746	1510,0	139,83	168,26	137,75	144,83	109,16	162,45	78,34	25,86	117,37	122,31	60,10	157,29	150,60	157,45	91,93	148,44	30,94	37,47	108,91	113,97	174,04	106,09	104,82	25,65	73,37	156,68	138,05	10,53	67,40	-74,19	302,73	24,75	89,42	75,26	31,28	163,05	135,53	92,30	98,07	70,83	7,064	-57,20	-24,09	58,15	62,15	108,68	333,97	24,75	1525,2	
2,962	1684237746	1510,0	139,62	168,06	137,75	146,03	109,36	162,45	79,03	25,86	115,62	121,70	62,03	156,18	148,58	158,45	91,33	149,64	30,74	37,37	108,91	113,78	174,24	107,65	104,82	25,83	73,47	156,47	137,85	11,14	67,40	-75,97	303,51	24,82	89,73	74,96	30,77	163,55	134,62	93,01	98,27	71,03	7,362	-57,59	-24,09	57,36	60,97	109,46	333,49	24,91	1525,2	
2,964	1684237746	1510,0	139,52	167,85	137,95	144,73	108,77	162,35	77,26	26,06	116,96	121,50	60,81	156,08	148,28	158,86	92,33	149,14	30,14	37,67	109,70	113,97	174,04	109,31	105,79	25,58	73,37	156,27	138,65	11,44	68,00	-73,99	302,63	24,98	91,06	73,73	31,17	163,35	134,22	92,81	98,47	71,93	7,661	-56,40	-23,89	57,95	60,29	108,97	333,49	24,66	1525,2	
2,966	1684237746	1510,0	139,83	168,46	138,36	144,53	108,17	162,74	77,06	25,96	116,13	122,01	61,83	156,18	150,40	158,25	90,73	148,44	30,54	36,97	109,11	113,09	174,43	107,36	104,82	25,81	73,37	156,47	138,05	10,53	68,40	-74,98	302,53	24,87	90,55	75,67	30,46	162,64	136,14	92,60	98,47	71,43	7,064	-57,00	-23,69	58,15	60,29	109,07	333,88	24,83	1525,2	
2,968	1684237746	1510,0	139,42	168,46	138,86	145,93	108,57	162,74	77,45	25,83	116,85	121,09	61,83	156,08	149,29	158,25	91,23	149,14	30,94	37,86	110,09	114,96	174,24	108,72	104,63	25,64	73,37	156,78	138,45	10,93	67,40	-75,18	302,43	24,70	89,93	74,34	30,15	164,06	135,43	93,21	99,48	71,33	6,467	-57,79	-22,80	59,13	60,78	108,48	334,46	24,73	1525,2	
2,970	1684237746	1510,0	139,21	167,24	138,76	145,93	108,77	162,84	76,67	26,01	116,85	121,39	60,81	155,47	149,39	157,85	90,33	150,04	31,43	38,46	108,32	114,17	173,75	108,82	104,63	25,68	72,14	157,49	139,06	10,93	67,10	-75,18	302,83	24,93	90,65	74,96	30,97	163,76	134,52	92,81	98,87	70,83	7,163	-56,80	-24,19	57,75	60,48	109,75	333,58	24,70	1525,2	
2,972	1684237746	1510,0	139,72	168,06	137,95	144,63	109,07	162,65	76,86	25,97	117,06	120,06	61,93	157,29	150,40	157,55	92,53	148,84	32,13	37,86	108,12	113,38	173,45	107,16	105,79	25,58	73,47	156,68	137,95	11,14	67,40	-74,19	302,43	24,83	90,96	74,34	30,97	163,76	134,12	92,81	99,08	71,63	7,661	-57,00	-24,68	57,95	60,39	109,36	334,07	24,60	1525,2	
2,974	1684237746	1510,0	139,52	167,45	137,75	144,83	109,26	161,85	76,17	25,88	116,65	123,23	61,42	157,29	149,79	158,05	91,53	149,64	31,83	36,87	108,12	113,68	174,53	107,06	105,21	25,69	73,47	157,49	137,95	11,14	67,10	-75,58	301,94	24,80	90,14	75,98	30,77	164,27	135,13	92,60	99,28	71,03	7,760	-57,39	-24,88	58,15	60,39	109,07	333,68	24,71	1525,2	
2,976	1684237746	1510,0	140,24	168,67	138,36	144,93	109,07	162,94	78,04	25,91	117,06	120,68	60,81	156,38	149,89	157,65	91,53	149,34	31,83	37,86	109,11	113,78	173,75	108,72	105,31	25,65	73,47	156,07	137,95	10,33	69,20	-74,98	302,92	24,88	91,06	74,34	30,66	162,44	135,33	92,40	98,07	70,03	8,655	-58,19	-24,78	58,74	60,19	109,07	333,88	24,75	1525,2	
2,978	1684237746	1510,0	139,83	167,04	137,45	145,03	109,76	162,45	77,85	25,95	117,06	122,21	61,42	156,58	150,40	158,25	92,33	148,84	31,83	37,47	108,81	113,97	173,45	108,53	105,60	25,62	73,37	156,88	137,44	10,93	67,10	-75,48	302,33	24,83	89,73	74,65	31,38	163,86	134,92	92,60	98,07	71,43	7,760	-57,00	-23,50	57,36	60,68	109,07	332,90	24,70	1525,2	
2,980	1684237746	1510,0	139,01	167,85	137,75	144,22	108,37	162,94	78,63	25,88	116,34	121,19	61,42	157,40	149,89	157,04	91,43	149,14	30,74	37,67	108,61	114,56	173,84	108,43	105,99	25,65	72,14	157,29	138,05	11,74	67,70	-74,79	303,02	24,79	89,32	74,65	31,28	163,86	135,43	92,40	97,87	70,83	7,760	-56,80	-24,58	57,66	61,95	108,48	333,10	24,60	1525,2	
2,982	1684237746	1510,0	139,83	166,63	138,76	145,43	109,36	162,05	78,04	26,03	117,06	122,72	60,81	156,79	149,29	158,65	90,93	149,14	30,54	37,86	110,00	113,09	174,43	108,23	105,31	25,60	72,75	155,97	138,45	10,53	67,80	-75,38	302,43	24,87	90,55	75,67	32,19	164,06	134,62	93,41	97,67	70,83	6,467	-57,59	-22,90	57,56	60,19	109,46	334,65	24,70	1525,2	
2,984	1684237746	1510,0	139,01	168,26	138,15	144,63	108,97	163,14	76,86	25,95	118,08	122,72	62,03	156,79	150,10	158,86	91,73	149,04	30,94	38,06	110,29	114,86	173,45	106,58	105,79	25,70	72,24	157,19	137,85	10,33	68,40	-73,30	301,74	24,78	90,55	75,67	30,97	163,86	134,72	92,81	98,47	71,03	7,064	-55,91	-23,10	58,74	60,09	109,07	334,26	24,73	1525,2	
2,986	1684237746	1510,0	140,24	168,46	138,56	145,23	107,97	163,14	78,04	26,00	116,96	120,78	62,03	154,86	149,19	157,04	91,23	149,44	30,04	38,86	109,50	114,17	174,24	108,72	105,99	25,75	73,37	156,88	137,85	11,54	68,90	-74,79	303,22	24,90	90,45	73,93	31,99	163,76	135,13	92,60	98,47	70,83	7,064	-57,20	-22,61	57,95	59,99	108,48	331,83	24,70	1525,2	
2,988	1684237746	1510,0	139,62	167,45	138,15	143,62	109,36	161,75	77,06	26,06	115,83	121,29	60,71	156,58	150,10	158,05	92,03	149,34	31,14	38,46	110,09	113,97	174,04	109,70	104,63	25,63	72,75	156,68	138,45	11,14	68,40	-74,98	303,22	24,98	89,73	74,24	30,15	162,84	135,33	92,81	97,87	71,23	7,959	-56,60	-22,90	57,66	62,15	109,36	334,07	24,71	1525,2	
2,990	1684237746	1510,0	139,21	167,65	137,45	145,63	108,07	162,94	77,95	25,91	116,34	121,70	61,93	157,19	150,40	158,45	91,13	147,64	30,04	38,26	109,30	114,07	175,02	106,77	104,24	25,79	72,85	156,27	137,34	11,14	68,40	-74,19	302,73	24,88	90,55	74,34	30,05	163,05	135,33	92,40	98,87	70,33	7,064	-57,20	-23,69	57,36	60,48	108,68	333,68	24,75	1525,2	
2,992	1684237746	1510,0	139,83	168,26	138,66	144,02	109,16	162,74	78,44	26,03	116,13	120,47	61,42	156,79	150,50	158,15	90,73	149,14	29,64	38,36	108,91	113,78	173,84	107,36	105,60	25,71	72,75	157,59	137,85	10,93	68,60	-74,29	303,61	24,93	88,91	73,73	31,68	163,66	135,33	92,81	98,37	71,63	6,865	-58,38	-23,69	57,36	60,78	108,97	332,90	24,87	1525,2	
2,994	1684237746	1510,0	140,03	168,26	137,35	145,43	107,87	162,94	78,54	25,86	116,34	121,50	61,32	156,18	149,99	158,45	90,93	150,04	29,94	37,86	108,91	114,37	174,43	106,77	105,99	25,79	73,37	157,19	137,44	9,932	68,60	-75,18	302,23	24,83	90,55	73,73	30,56	163,35	135,13	92,20	99,28	70,63	7,064	-56,40	-23,69	57,95	61,17	108,97	332,32	24,81	1525,2	
2,996	1684237746	1510,0	139,72	167,75	137,75	145,43	108,37	162,55	77,55	25,88	116,85	121,50	60,71	155,97	149,89	157,04	91,13	149,04	30,34	37,96	108,32	114,17	173,45	106,77	104,63	25,62	72,75	156,47	138,05	10,93	68,40	-75,58	302,53	24,83	90,55	73,73	29,85	163,35	134,62	93,31	99,08	70,43	6,467	-57,39	-25,17	57,16	60,48	109,07	334,07	24,64	1525,2	
2,998	1684237746	1510,0	139,21	167,65	138,86	145,23	108,17	161,95	77,95	25,96	116,24	121,90	61,32	156,58	149,69	158,25	92,73	148,64	31,43	37,27	110,00	113,78	174,53	107,36	104,92	25,60	73,37	157,29	139,16	12,04	67,80	-74,98	302,33	24,87	90,65	75,57	30,97	162,44	134,72	93,01	97,27	70,83	7,163	-57,00	-22,90	57,36	59,90	109,07	334,26	24,70	1525,2	
3,000	1684237746	1510,0	139,83	167,85	137,55	145,03	109,56	163,83	78,04	25,91	116,54	121,50	60,81	156,08	151,01	157,04	91,63	149,14	31,73	37,86	110,00	113,97	174,53	107,75	104,63	25,76	73,37	156,68	137,85	8,728	66,80	-75,08	302,92	24,84	89,83	73,93	30,77	163,66	134,72	93,01	97,67	71,33	7,661	-57,20	-23,89	58,74	59,90	110,04	334,46	24,85	1525,2	
3,002	1684237746	1510,0	139,62	168,06	138,25	145,03	109,76	162,94	77,45	25,87	117,06	121,29	60,20	155,37	150,60	157,75	92,33	149,14	31,33	37,77	109,70	112,99	174,04	107,65	104,24	25,78	72,14	157,08	138,45	10,93	67,20	-75,97	302,92	24,78	90,55	73,63	30,97	162,03	135,43	93,01	98,07	70,83	7,760	-56,60	-23,10	56,57	60,78	109,85	334,07	24,87	1525,2	
3,004	1684237746	1510,0	140,34	168,26	138,15	145,23	107,37	162,84	78,63	25,93	116,65	121,60	61,42	156,08	149,79	157,75	90,53	150,94	30,14	37,86	109,50	113,19	173,45	108,14	104,92	25,70	73,37	157,59	137,85	10,53	67,00	-74,49	302,04	24,89	90,24	74,65	30,56	164,06	135,02	92,40	98,37	71,63	7,263	-58,38	-22,90	57,75	60,19	108,87	333,49	24,80	1525,2	
3,006	1684237746	1560,0	139,21	168,97	137,55	145,23	107,47	162,74	78,24	26,01	117,37	122,11	61,32	155,37	148,78	158,65	91,93	148,44	29,94	37,47	108,91	112,99	173,75	108,14	106,67	25,79	72,75	156,47	137,95	11,14	68,30	-73,99	302,92	24,93	90,76	75,26	30,05	162,64	134,52	92,81	98,87	70,53	7,462	-57,39	-24,09	57,36	60,39	108,87	333,68	24,87	1525,2	
3,008	1684237746	1560,0	139,42	168,06	138,15	144,02	107,77	162,94	78,04	25,88	116,65	120,98	61,93	156,08	148,98	158,25	92,23	149,44	30,94	37,47	108,91	114,17	173,75	107,36	104,82	25,68	72,75	157,49	137,85	11,74	67,80	-74,98	302,63	24,80	90,76	74,24	30,97	163,05	134,52	93,61	98,47	71,43	6,865	-57,79	-23,69	57,75	60,29	109,36	334,26	24,70	1525,2	
3,010	1684237746	1560,0	139,62	168,26	138,86	144,73	109,26	162,94	77,55	26,01	116,65	121,39	62,03	156,79	149,79	157,75	91,53	149,74	31,14	37,86	109,40	114,17	174,82	106,77	105,50	25,70	73,98	157,49	137,95	11,14	67,40	-75,58	302,43	24,89	90,76	74,34	31,78	163,76	134,92	91,80	98,77	71,43	7,263	-56,40	-23,50	57,75	59,99	107,41	334,07	24,79	1525,2	
3,012	1684237746	1560,0	140,44	168,06	138,15	145,03	107,97	162,55	77,75	25,86	116,13	122,11	61,32	155,57	150,20	158,45	91,73	149,64	30,34	37,47	109,90	113,58	174,63	107,36	105,21	25,65	73,37	157,80	138,05	11,54	67,70	-74,79	304,11	24,78	89,93	74,65	31,28	162,24	134,22	93,01	99,48	71,03	6,666	-56,80	-23,30	57,46	60,97	109,75	334,07	24,75	1525,2	
3,014	1684237746	1560,0	139,01	167,85	138,96	144,63	109,16	162,65	76,86	25,88	117,67	121,90	61,32	157,29	149,09	158,05	91,13	150,34	30,94	37,96	108,91	114,17	173,26	107,36	105,99	25,68	73,37	156,58	139,16	10,93	67,40	-73,99	303,02	24,80	91,17	74,65	31,58	163,45	134,92	92,00	98,97	70,83	6,268	-58,19	-24,09	58,74	61,86	109,07	333,49	24,76	1525,2	
3,016	1684237746	1560,0	139,21	168,06	137,95	143,82	109,16	162,74	78,24	25,83	116,65	120,88	61,32	156,08	150,20	157,85	91,33	148,24	30,54	38,46	109,50	114,07	175,31	108,53	104,82	25,78	72,14	156,27	137,85	11,74	68,00	-74,79	303,22	24,70	90,76	73,32	30,56	163,86	135,13	92,70	98,87	70,33	6,268	-57,39	-24,68	58,54	61,17	109,07	335,63	24,80	1525,2	
3,018	1684237746	1560,0	139,42	168,06	138,15	144,22	109,76	162,94	78,63	25,81	116,85	122,11	61,93	156,08	150,70	158,45	92,93	149,14	32,03	37,07	109,60	114,37	173,84	106,77	105,11	25,78	73,37	156,27	137,85	11,74	67,20	-74,49	303,61	24,83	91,37	75,06	31,68	163,05	134,72	93,01	98,07	71,43	7,064	-56,80	-23,50	58,74	60,97	109,07	333,58	24,87	1525,2	
3,020	1684237746	1560,0	140,85	167,45	137,55	146,13	111,06	163,04	76,86	25,83	116,65	121,29	61,42	155,57	150,80	158,25	90,93	148,64	30,74	37,27	109,40	114,17	174,53	106,77	105,11	25,58	73,37	156,88	137,34	11,14	66,60	-75,38	302,23	24,70	90,24	74,04	31,99	163,76	134,22	93,01	98,77	72,03	7,263	-57,79	-23,50	59,33	61,56	109,55	334,46	24,68	1525,2	
3,022	1684237746	1560,0	139,42	168,26	137,04	144,12	109,16	162,94	77,55	25,92	115,83	121,50	61,32	156,18	150,40	158,65	91,83	149,04	30,94	36,87	108,81	114,56	174,53	106,97	106,09	25,53	72,75	156,88	137,95	10,53	67,60	-73,99	303,22	24,84	89,42	75,26	30,46	162,84	134,72	92,81	98,77	71,83	7,661	-57,00	-24,58	58,74	60,97	109,16	333,10	24,55	1525,2	
3,024	1684237746	1560,0	139,01	167,85	137,45	145,53	109,16	162,55	77,95	25,93	116,65	120,06	61,52	156,79	150,20	158,45	91,73	149,44	30,74	37,86	109,11	113,19	174,73	106,97	105,40	25,78	72,85	156,68	138,65	12,74	67,40	-75,38	302,92	24,82	90,86	74,34	32,19	163,35	134,22	93,01	99,48	71,03	7,462	-57,00	-23,50	57,36	59,80	108,48	334,07	24,80	1525,2	
3,026	1684237746	1560,0	139,42	167,24	137,55	144,73	109,66	162,45	77,95	25,86	117,26	121,90	61,32	156,08	149,49	157,04	91,33	148,44	32,23	36,97	109,50	114,07	174,04	108,14	104,43	25,80	72,14	155,97	138,45	11,14	67,40	-74,79	302,43	24,75	90,24	74,65	29,54	163,55	134,72	92,60	98,47	71,83	7,064	-57,59	-23,69	56,87	59,60	108,87	334,07	24,83	1525,2	
3,028	1684237746	1560,0	140,24	168,06	137,55	144,63	108,67	161,46	76,96	26,03	117,98	120,68	60,81	156,08	149,49	157,95	91,73	149,64	31,43	38,06	108,91	113,97	174,04	107,16	105,21	25,75	72,75	156,27	138,05	10,53	67,40	-75,78	302,63	24,80	90,76	74,34	31,78	163,05	134,22	92,81	98,27	70,63	7,163	-57,99	-24,29	58,05	60,97	108,97	334,07	24,91	1525,2	
3,030	1684237746	1560,0	139,21	168,46	138,66	145,23	109,26	163,34	76,86	25,85	115,52	120,06	61,32	156,58	148,88	158,25	92,53	149,64	30,54	38,36	108,81	115,15	174,53	108,53	105,11	25,73	73,37	155,97	138,45	10,93	67,00	-75,38	302,92	24,73	89,63	74,34	31,78	163,05	135,33	93,21	99,08	72,23	6,069	-57,20	-23,50	57,16	61,17	109,07	333,19	24,75	1525,2	
3,032	1684237746	1560,0	139,52	167,85	137,75	144,63	108,77	162,94	77,85	25,86	116,85	121,50	60,81	156,08	149,79	158,05	90,53	149,74	31,14	37,27	109,50	113,78	175,22	107,94	104,82	25,53	72,75	157,49	138,65	11,14	66,70	-74,39	301,84	24,82	89,93	73,93	32,09	163,45	134,92	92,00	99,48	71,03	7,263	-57,20	-23,20	57,36	61,27	110,63	334,07	24,63	1525,2	
3,034	1684237746	1560,0	140,03	168,26	137,95	146,03	109,16	162,15	78,04	25,95	116,75	121,19	61,32	156,18	148,58	157,75	91,13	150,04	32,43	38,26	109,30	113,88	174,04	107,16	104,72	25,73	72,75	157,49	137,85	10,53	68,20	-75,58	304,20	24,85	90,86	73,32	30,36	164,87	134,62	92,40	98,57	70,83	7,462	-57,79	-23,10	58,05	60,58	109,26	334,26	24,75	1525,2	
3,036	1684237746	1560,0	140,24	167,75	138,76	145,13	109,76	162,84	79,62	26,05	117,47	120,47	61,32	157,19	149,89	158,65	93,13	149,74	31,53	37,96	108,71	113,09	173,84	107,94	105,79	25,65	73,37	156,27	138,45	11,54	67,40	-75,38	302,83	24,95	89,93	73,93	30,66	163,25	134,62	93,21	99,88	71,03	7,462	-56,80	-23,69	57,36	60,58	109,46	334,46	24,68	1525,2	
3,038	1684237746	1560,0	140,54	168,67	138,76	144,73	108,17	162,15	78,04	25,87	116,96	121,90	61,83	156,68	149,39	158,45	92,63	149,44	31,43	37,86	108,71	114,37	174,24	107,94	105,89	25,67	72,14	157,49	138,45	11,74	67,40	-73,99	302,23	24,78	90,45	75,26	30,97	163,05	134,52	92,81	98,67	71,23	7,263	-56,60	-24,68	58,44	60,39	109,85	332,32	24,70	1525,2	
3,040	1684237746	1560,0	138,80	168,06	137,95	146,43	110,06	162,74	77,85	25,90	117,06	120,98	60,71	156,08	150,10	158,25	90,73	149,14	32,23	37,96	109,70	114,37	173,45	105,89	105,40	25,67	72,14	156,88	138,65	10,93	67,00	-75,18	303,42	24,77	90,35	74,65	31,17	163,25	134,72	92,00	99,48	71,23	6,666	-55,91	-22,71	58,54	60,39	108,87	334,26	24,70	1525,2	
3,042	1684237746	1560,0	139,72	168,06	137,75	144,83	109,76	162,05	76,86	25,82	117,26	120,58	61,01	155,97	149,29	157,85	91,33	150,64	30,54	37,07	108,32	113,68	174,43	105,99	104,82	25,50	73,37	157,59	137,34	9,932	67,40	-74,49	302,63	24,80	90,86	73,42	32,19	162,64	134,62	92,40	98,57	71,13	6,666	-56,80	-25,27	58,44	60,78	108,87	333,88	24,66	1525,2	
3,044	1684237746	1560,0	140,24	167,85	138,46	145,23	109,07	162,55	77,06	25,92	117,06	121,50	62,03	155,97	149,89	159,46	92,93	149,44	32,23	37,37	108,91	114,96	174,24	106,77	104,63	25,75	72,14	155,97	137,85	11,74	67,40	-74,79	302,04	24,78	90,55	75,06	30,97	163,25	134,62	93,61	99,08	71,43	7,462	-57,99	-24,09	57,66	59,99	109,26	333,97	24,76	1525,2	
3,046	1684237746	1560,0	140,03	167,24	137,95	144,43	109,36	162,15	77,75	25,82	117,06	121,29	62,64	155,47	149,29	157,45	91,43	149,64	30,34	37,47	108,51	113,78	175,61	107,75	105,89	25,75	73,37	157,19	138,05	11,54	68,10	-74,98	301,84	24,73	90,35	74,65	29,75	162,84	134,82	91,60	98,87	70,83	7,462	-57,20	-24,78	57,36	60,78	108,48	334,26	24,83	1525,2	
3,048	1684237746	1560,0	139,62	167,85	137,95	145,13	108,97	162,35	77,75	26,00	116,44	121,29	62,44	157,19	148,98	157,24	91,63	149,04	31,24	38,26	109,40	114,17	173,45	108,43	105,21	25,75	72,75	156,88	138,45	10,53	68,20	-74,19	302,43	24,84	91,06	74,04	31,17	163,66	135,13	91,80	98,67	71,63	7,760	-57,59	-23,50	57,56	60,48	109,07	333,97	24,85	1525,2	
3,050	1684237746	1560,0	139,83	167,14	137,55	144,22	108,37	162,94	76,47	26,00	116,96	120,58	62,03	155,57	150,20	157,85	91,93	149,04	29,64	37,47	109,11	114,56	175,02	107,36	104,43	25,73	73,37	157,29	137,44	10,53	67,60	-74,98	301,94	24,84	90,45	74,04	30,77	162,84	134,92	93,41	97,67	71,43	7,263	-57,39	-23,89	58,34	61,37	109,85	334,36	24,75	1525,2	
3,052	1684237746	1560,0	140,65	167,45	138,15	144,22	108,37	162,74	76,86	26,03	117,06	120,58	61,22	156,79	150,10	159,16	92,23	149,74	32,03	37,47	109,11	113,88	174,53	107,75	105,02	25,68	73,37	155,66	137,44	11,14	67,20	-74,19	302,83	24,93	90,55	74,04	30,56	163,15	133,51	93,71	98,47	71,03	7,661	-56,80	-24,29	58,44	61,17	109,36	334,07	24,76	1525,2	
3,054	1684237746	1560,0	139,72	168,67	138,66	144,63	109,16	162,84	78,04	25,97	116,85	120,58	61,32	156,58	148,98	158,05	90,83	148,14	31,53	37,86	109,11	113,58	173,26	107,94	104,63	25,65	73,37	157,49	139,06	11,74	67,60	-75,18	302,83	24,84	90,55	74,04	30,66	162,74	134,62	93,41	98,67	71,43	7,163	-56,20	-23,99	58,34	60,39	109,07	334,26	24,75	1525,2	
3,056	1684237746	1560,0	140,24	168,16	138,25	144,22	108,37	162,25	77,06	26,02	116,44	120,68	61,32	156,08	150,40	158,05	91,33	150,04	30,94	37,96	109,11	114,37	174,04	107,94	104,82	25,58	73,37	157,29	138,05	10,33	67,60	-75,18	302,83	24,88	89,63	73,63	31,58	162,84	134,92	92,60	97,67	71,33	7,561	-56,20	-23,69	58,05	61,37	109,75	334,46	24,66	1525,2	
3,058	1684237746	1560,0	140,03	168,46	137,95	144,22	108,77	162,35	77,65	26,05	117,06	121,19	62,03	156,79	149,59	157,85	91,73	149,64	32,43	38,06	108,91	113,78	174,24	108,23	104,24	25,68	73,98	156,88	137,95	11,14	67,50	-74,98	302,43	24,88	90,55	74,65	31,48	163,76	134,62	93,41	96,87	71,63	7,362	-57,00	-23,30	57,95	59,80	108,48	335,63	24,76	1525,2	
3,060	1684237746	1560,0	139,21	168,26	138,36	144,83	108,17	162,25	77,06	25,96	117,47	121,50	61,83	154,96	150,40	157,85	92,33	149,64	30,04	38,36	110,29	112,79	175,31	106,77	106,47	25,68	72,75	156,17	138,45	10,33	66,80	-74,98	303,02	24,80	90,55	75,06	30,97	162,84	134,92	92,81	98,77	71,63	6,566	-57,59	-23,20	57,36	62,15	109,16	333,29	24,76	1525,2	
3,062	1684237746	1560,0	140,03	168,26	137,95	144,12	108,67	162,94	77,45	26,05	116,65	120,06	61,93	156,08	150,30	158,25	92,53	148,64	30,54	37,77	109,30	113,19	174,04	107,75	105,02	25,78	72,85	156,68	137,95	10,93	68,60	-75,18	301,94	24,95	90,24	74,34	30,15	161,93	135,23	92,40	98,47	72,63	7,064	-57,59	-22,51	56,18	60,78	108,29	334,07	24,87	1525,2	
3,064	1684237746	1560,0	139,62	167,45	138,76	145,03	108,17	161,95	77,06	25,96	116,03	122,72	62,64	155,37	150,10	156,84	91,33	149,44	31,14	37,86	109,70	114,17	174,04	107,94	105,02	25,73	72,14	156,47	138,45	10,53	67,40	-74,39	302,43	24,80	89,83	75,67	30,77	163,45	134,72	92,00	98,77	71,43	7,064	-57,20	-23,10	57,95	61,27	109,65	334,36	24,81	1525,2	
